positiveRatio,price,storeName,title
98%,12.70,凯利亚自营旗舰店,凯利亚 苹果X/XR/XSMax手机壳iPhoneX/XR/XS Max超薄保护套XR软壳TPU外壳男女款【XR专用】全透明 还原裸机【苹果XR专用】TPU透明
98%,38.00,绿联自营旗舰店,绿联 MFi认证 安卓苹果转接头转换头 Micro USB转Lightning充电数据线通用iphoneXS Max/XR/8手机ipad20745白
99%,45.00,图拉斯旗舰店,【自营仓】图拉斯 iPhonex/xr/xsmax手机壳苹果X保护套硅胶全包防摔磨砂软壳液态硅胶手感 【苹果XR】星空黑-磨砂抗指纹-送钢化膜【苹果XR】星空黑-磨砂抗指纹-送钢化膜
99%,29.90,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线/充电线快充带灯智能断电 适用iPhoneX/8/6/6s/7/7Plus/iPad4/5/Pro/mini3/4 1米 黑
98%,9.90,摩米士自营旗舰店,摩米士（MOMAX）苹果XR手机壳 新iPhoneXR手机保护套TPU透明软壳6.1英寸【晶莹】XR
97%,26.00,倍思（Baseus）自营旗舰店,倍思（Baseus）iPhone8plus/7plus/6Splus钢化膜 苹果8p/7p/6p钢化膜 非全屏高清防指纹手机贴膜 5.5英寸通用【6小时钢化全玻璃】
96%,69.00,斯得弗自营旗舰店,斯得弗（STRYFER）苹果Xr手机壳 iPhoneXR新升级四边全包液态硅胶肤感防摔软壳个性男女潮保护套-象牙黑象牙黑
97%,26.00,田蟹旗舰店,田蟹 苹果x钢化膜全屏覆盖无白边抗蓝光适用于iPhone xs max磨砂游戏xr手机贴膜复盖防指纹 苹果x/xs【磨砂高清】电竞手感体验【2片】苹果x/xs【磨砂高清】电竞手感体验【2片】
99%,28.00,美相随旗舰店,美相随苹果X/XR/XS手机壳少女款硅胶全包防摔软壳iphoneXSMax个超薄个性xr保护套 草莓花 XR草莓花
97%,68.00,ZNNCO自营旗舰店,ZNNCO 蓝牙耳机5.0真无线运动迷你入耳式单耳苹果iPhone7/8/X安卓oppo华为vivo 【自带充电仓】左右双耳通用-耳塞可旋转-蓝牙5.0
90%,148.00,JQJQ手机配件自营旗舰店,JQJQ1.0苹果se屏幕总成 iphoneSE屏幕手机液晶屏内外屏维修更换 白色(带配件)苹果se屏幕白色
98%,68.00,tech21自营旗舰店,Tech21苹果X/10手机壳 iPhone X/XS通用 防摔手机壳/保护套 3米防摔 支持无线充电 5.8英寸 黑色商务黑
98%,68.00,致图旗舰店,致图 i9s苹果真无线蓝牙耳机iphone7/8/Xr运动跑步双耳入耳式迷你vivo华为安卓手机 蓝牙5.0 开仓自动配对丨真无线蓝牙耳机 官方标配
96%,79.00,网易智造自营旗舰店,网易严选 网易智造 iPhoneX苹果手机壳 精纺复古防水涂层透气散热磁吸 防摔全包外壳保护套 深邃黑黑色
99%,129.00,ZMI自营官方旗舰店,ZMI紫米无线充电器/快充支持iPhone Xs Max/XR/8/8P/X 支持7.5W小米MIX2S/三星S8/9note8支持普通充放电套装无线充电器套装黑色
94%,9.90,Snowkids自营旗舰店,Snowkids 苹果数据线 1米 30pin手机数据线/充电线 白色 适用于iPhone4/4S
96%,9.90,YOMO自营旗舰店,YOMO 苹果iPhone5/5S/SE钢化膜 手机贴膜 防刮防爆保护膜0.2mm高透膜-0.2mm
96%,49.00,斯得弗自营旗舰店,斯得弗（STRYFER）苹果X/10手机壳 iPhoneX/10全包防摔软边彩绘玻璃四边拉丝内衬植绒超薄保护套-微笑韵白微笑韵白
99%,218.00,iWALK自营旗舰店,爱沃可（iWALK）超薄小巧移动电源/充电宝 自带苹果/Type-c/USB线 黑色 8000毫安 适用iPhone/华为/三星手机黑色
99%,138.00,绿联旗舰店,绿联 投屏器连接电视投影同屏器高清HDMI转接头数据线适用苹果iPhoneXs876s华为小米9手机 深灰色 1.5米
100%,68.00,WAITU旗舰店,蓝牙遥控补光灯自拍杆多功能一体式OPPO小米VIVO苹果iPhone拍照神器华为手机直播便携自拍棒 自拍杆【带补光灯】红色自拍杆【带补光灯】红色
98%,49.00,倍思（Baseus）自营旗舰店,倍思（Baseus）手机平板支架颈挂式 超轻软管懒人床头桌面支架直播自拍杆 可弯曲通用苹果iphone华为小米
89%,69.00,斯泰克（STIGER）自营旗舰店,斯泰克 无线充电器 吃鸡手游吸盘式7.5W/10W快充底座 苹果iPhoneX/Xs Max/XR/8plus三星S10小米华为安卓手机
98%,149.00,川宇自营旗舰店,川宇苹果MFi官方认证手机读卡器iphone8x/6s/7plus内存扩容ipad读卡器tf/sd相机行车记录仪存储卡
100%,128.00,绿联UGREEN三顺专卖店,绿联 苹果充电宝10000毫安移动电源自带线MFi认证iPhoneX/Xs/8plus大容量超薄便携 玫瑰红色玫瑰红色
94%,55.00,优胜仕旗舰店,优胜仕USAMS 苹果7耳机转接头8p指环扣iPhonex/xr听歌充电二合一6splus分线器弯头 【双lighting】充电听歌通话线控支架【双lighting】充电听歌通话线控支架
96%,118.00,摩可自营旗舰店,摩可 苹果x/xr/xs/xs max钢化膜全屏iphone xs max钢化膜防窥膜防偷看手机膜 黄金甲 3D高清膜 IPhone X/XS黄金甲 3D高清膜
94%,29.90,奥多金自营旗舰店,奥多金 苹果X钢化膜XS全屏覆盖防爆玻璃保护手机贴膜 适用于苹果iPhone X/XS通用全屏钢化膜 【2片装】送四角气囊防摔透明软壳
98%,35.00,LOTIYO 旗舰店,乐天游 AirPods保护套硅胶 1/2代苹果无线蓝牙耳机保护套防摔软壳iPhone耳机收纳壳潮牌 标准版【柠檬黄】AirPods1/2通用标准版【柠檬黄】AirPods1/2通用
98%,29.00,京造官方旗舰店,京造 桌面手机支架单轴 可调节多功能直播床头懒人支架便携 苹果iphone华为安卓小米通用手机架 银色
100%,19.90,宋兵甲数码专营店,ZOBIG 苹果xs手机壳硅胶磨砂防摔 iphoneXR保护壳 XMAX男全包个性 潮流 商务 尼采名言版--苹果Xs（5.8英寸）尼采名言版--苹果Xs（5.8英寸）
98%,49.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果流光数据线 适用iPhoneX/5s/6/6s/7/8plus手机快充车载充电器线 发光冲电线抖音同款 1米 黑苹果数据线【发光电流】1M 黑
99%,39.00,摩斐旗舰店,【极速达】摩斐 苹果6s plus手机壳 iPhone6s/6/8/7 plus玻璃壳保护套防摔 亮面黑- (6/6splus 5.5英寸)亮面黑- (6/6splus 5.5英寸)
97%,12.90,瓦力（valea）自营旗舰店,【三片装】瓦力（VALEA） 苹果8/7/6s/6钢化膜 iPhone8/7/6s/6钢化膜 高清手机玻璃膜非全屏(4.7吋)【3片装】-6/6s/7/8
93%,29.90,奥多金自营旗舰店,奥多金 苹果XR钢化膜 全屏覆盖防爆玻璃保护手机贴膜 适用于苹果iPhone XR全屏钢化膜 【2片装】送四角气囊防摔透明软壳
97%,35.00,蝶尊旗舰店,蝶尊 苹果6/6s手机壳硅胶防摔  iphone6splus保护套软外壳全包软边腕带挂绳女款小清新 6/6S-独角兽糖果粉+独角兽挂绳+挂饰+钢化膜6/6S-独角兽糖果粉+独角兽挂绳+挂饰+钢化膜
98%,45.00,倍思（Baseus）自营旗舰店,倍思 苹果Xs max音频转接头 双Lightning听歌/通话/充电/输出 一拖二充电数据线适用苹果iPhoneXR/8/7Plus 黑双苹果接口【音频转接头】黑色
97%,49.90,昂悦旗舰店,【送充电头】苹果数据线充电线手机快充电器iphoneXSmax/6s7plus8ipad车载2米xr 【1米2条装+双口充电头】提速快充【1米2条装+双口充电头】提速快充
100%,99.00,丁潮手机配件旗舰店,丁潮 真无线苹果蓝牙耳机双耳弹窗半入耳式运动跑步通话适用6/7/8/p/xsmax手机iphonex i24【升级款】手机通用【智能降噪+6D】 官方标配
98%,188.00,贝克拉旗舰店,贝克拉 苹果X手机壳苹果XS Max硅胶iPhone XS Max新款超薄xsmax透明8x全包软壳 iPhone xs Max-6.5寸【新黑色】iPhone xs Max-6.5寸【新黑色】
98%,19.90,松利官方旗舰店,松利 iPhone5S/5C/5/SE钢化膜 高清防爆抗蓝光手机保护膜 适用于苹果5S/5C/5/S 苹果5S钢化膜 高清电镀防指纹版 全屏两片装苹果5S钢化膜 高清电镀防指纹版 全屏两片装
99%,30.00,酷盟KUMENG旗舰店,【气囊防摔-送钢化膜】酷盟 苹果6s手机壳全包防摔保护套男潮适用于iphone6/6s/plus 6/6s【炫酷黑】升级指环-送钢化膜 6/6s【炫酷黑】升级指环-送钢化膜
99%,32.00,爵士驼艾心美专卖店,爵士驼 苹果8plus手机壳7/8保护套硅胶防摔iPhone8男款软壳 苹果7plus/8plus 电镀金【送钢化膜】苹果7plus/8plus 电镀金【送钢化膜】
98%,1049.00,SONY自营官方旗舰店,索尼（SONY）XBA-N1AP Hi-Res混合驱动立体声耳机/耳麦 支持iPhone（黑色）
97%,68.00,亿力达手机配件专营店,罡甲  苹果XS MAX手机壳防摔xs轻薄散热7plus硅胶i8全包bv编织纹软壳XR保护套6s男女 黑色-轻薄散热 iphone6/6s黑色-轻薄散热
100%,108.00,众润数码配件专营店,飚爱 苹果xr手机壳防窥款iPhonex/xs/xs Max/7/8 plus双面钢化玻璃保护套防摔 金刚黑【升级防窥款】 苹果XR适用金刚黑【升级防窥款】
100%,108.00,众润数码配件专营店,飚爱 苹果xr手机壳防窥款iPhonex/xs/xs Max/7/8 plus双面钢化玻璃保护套防摔 金刚黑【升级防窥款】 苹果XR适用金刚黑【升级防窥款】
98%,34.00,飞美特数码专营店,【送后膜】索弘苹果7手机膜水凝膜iphone7plus手机膜苹果8plus钢化膜全屏覆盖软膜前后膜 苹果7p/8plus【前膜2片】送【水凝后膜】苹果7p/8plus【前膜2片】送【水凝后膜】
99%,11.11,倍思（Baseus）自营旗舰店,倍思(Baseus) 苹果数据线 苹果Xs max/8/6plus手机充电器线冲电线 适用iPhone5s/6splus/ipad mini 白色1.2M
99%,32.00,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果数据线手机充电线usb快充线 适用苹果iPhoneX/6s/7plus/8充电线5SE/ipad电源线 1.8M 黑色耐用苹果线【酷黑色】1.8米
99%,168.00,摩仕自营旗舰店,Moshi摩仕 苹果充电线iPhoneX/8/6传输数据线 凯芙拉强韧系列 Integra 钛灰 Lightning 数据线 MFI认证
94%,59.00,ESCASE自营旗舰店,ESCASE iPhone xs max边框手机壳苹果xsmax手机防摔保护套保护边框 加厚软内衬硬外壳 曜石黑【全包金属边框】曜石黑
98%,52.00,元方数码专营店,【五年质保】元里方苹果6电池 适用于iphone6/s/plus手机 大容量5se正品电池 苹果SE【1624mAh】苹果SE【1624mAh】
95%,25.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果iPhone8/7/6s/6 Plus钢化膜【两片装抗蓝光 一体全玻璃】手机高清防爆保护贴膜-JM176【5.5蓝光】两片装★8/7/6S Plus
98%,29.90,奥多金自营旗舰店,奥多金 苹果XsMax钢化膜 全屏防爆玻璃保护手机贴膜 适用苹果iPhone XS Max全屏钢化膜 【2片装】送四角气囊防摔透明软壳
99%,39.90,歌乐华旗舰店,歌乐华 苹果6手机壳6s/iphone6p/6splus玻璃壳 【收藏加购送钢化膜+创意支架+挂绳】 苹果6/s-春意桃花+送钢化膜苹果6/s-春意桃花+送钢化膜
71%,98.00,约凯麦数码配件旗舰店,约凯麦 苹果XS/XR电镀浮雕中国龙xsmax手机壳YKM5 黑金龙 iPhone X/XS黑金龙
96%,48.00,莫凡自营旗舰店,莫凡 苹果7耳机转接头指环扣iPhone7plus充电听歌二合一xs转换器8P吃鸡弯头lighting和平精英分线器手机接头【黑色lightning】吃鸡充电语音
99%,93.00,耐尔金自营旗舰店,耐尔金（NILLKIN）立式无线充电器10WQI快充底座 适用于iPhone XR/XS Max/苹果8/三星10+/小米9 黑色黑色
98%,29.90,古黛旗舰店,古黛 磁吸数据线快充自吸三合一磁铁磁性强磁力苹果X安卓type-c华为iPhone手机车载通用充电线 1米【红色】3a快充 苹果1米【红色】3a快充
94%,26.00,田蟹旗舰店,田蟹 苹果7/8/6钢化膜全屏覆盖iPhone6s无白边适用于plus抗蓝光磨砂游戏手机膜复盖防指纹 苹果7p/8p【磨砂高清】电竞手感体验【2片】苹果7p/8p【磨砂高清】电竞手感体验【2片】
98%,12.90,纽曼手机配件自营旗舰店,纽曼(Newmine)苹果/Type-c/安卓一拖三数据线三合一充电器线1.2米 适用iPhoneX/XS Max/XR/小米华为p30 金色3合1 金色
98%,98.00,派凡旗舰店,派凡（oatsbasf）iPhoneX/Xs/Xs Max手机壳苹果xr保护套防摔金属边框个性蝙蝠侠 x/xs【指环款】炫酷黑x/xs【指环款】炫酷黑
98%,26.90,好易贴自营旗舰店,【2片装】好易贴 苹果xs/s钢化膜 iphoneXS非全屏高清玻璃手机膜 防爆防摔防指纹保护贴膜适用于iphonex/xs【高清透明防爆 】非全屏-送神器
99%,128.00,绿联旗舰店,绿联 苹果充电宝10000毫安自带线移动电源超薄适用iPhoneX/XsMax/XR/8/7/6手机 薄荷绿
97%,169.00,索爱自营旗舰店,索爱（soaiy）T1 真无线蓝牙耳机 商务入耳式 立体声 迷你运动跑步重低音air-tws Iphone7/8/X 安卓手机通用
100%,26.50,lieve旗舰店,ins卡通适用华为p30荣耀mate20手机壳vivo苹果XS小米9/8sePC硬壳防摔创意个性保 E6水贴彩色三毛 iPhone7/8E6水贴彩色三毛
99%,38.00,欣普数码专营店,品胜手机耳机适用苹果iphone6耳机6plus/iPad手机平板入耳式带麦6s苹果5/5s安卓通用
99%,128.00,京芝自营旗舰店,京芝 X9蓝牙耳机无线跑步运动适用苹果XS iPhone 8/7华为荣耀vivo小米oppo双耳通用 白色白色
99%,39.90,纯孩子官方旗舰店,OKSJ 苹果数据线快充手机充电器电源线游戏iPhone6s/7Plus/8/XS/iPadUSB 牛仔蓝1.2M【买一送一 快充版】OKSJ原装正品
95%,78.00,天科数码专营店,【自营仓送】苹果耳机手机线控入耳式适用iPhone5/6s/7p/8plus/X/XSMax/XR Lightning插孔 适用苹果7/8/xLightning插孔 适用苹果7/8/x
88%,59.00,东来也自营旗舰店,东来也 苹果XsMax钢化膜 iphoneXsmax国潮全屏覆盖3D高清防爆玻璃贴膜高清手机膜【全屏不碎边】（含贴膜包）【苹果XsMax】送贴膜包
95%,25.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果5S/SE/5手机壳 iPhone5S/SE/5保护套 全包防摔tpu透明软壳 男女同款 JK01-透明白苹果5/5S/SE 清爽系列 透明白
99%,88.00,邦克仕旗舰店,Benks 苹果快充头PD充电器type-c线插头 iPhoneXR/XS Max/8/8Plus用 PD快充【Type c+USB】【29W】黑色PD快充【Type c+USB】【29W】黑色
97%,75.00,博尔美数码专营店,7恋 苹果7耳机有线手机线控入耳式适用iphoneX/xr/xs/iPad/8plus/max耳塞 扁头适用苹果8/7/X/XS/XR-7恋正品尊享版扁头适用苹果8/7/X/XS/XR-7恋正品尊享版
98%,32.00,倍思（Baseus）自营旗舰店,倍思 苹果数据线 双弯头正反盲插手机电源线 iPhoneXS/max/XR/8/7/6s plus/5s游戏专用加长充电器线 2M 黑色
99%,18.90,维肯旗舰店,【2条装】维肯 苹果数据线充电器线 适用于iPhoneXS/XR/X/8/7/6s/5se/iPad 提速不伤机-简约白-维肯原装认证提速不伤机-简约白-维肯原装认证
93%,29.00,斐亚德手机配件专营店,斐亚德 苹果6/6S/7/8水凝膜iPhone 7/8plus手机钢化膜贴膜前后膜背膜软膜防窥膜蓝光 苹果7/8【高清款】水凝膜-两片装苹果7/8【高清款】水凝膜-两片装
100%,80.00,顺酷旗舰店,鑫辉业 苹果6s电池超大容量iPhone6/7/8plus手机内置电池适用于苹果7plus/8/X代 【苹果6s】大容量版-2150mAh 内置电池【苹果6s】大容量版-2150mAh
98%,28.00,品胜数码旗舰店,品胜锌合金数据线苹果1.2米iPhoneX/XS/XR手机8快充7plus七6六6sp充电线2.4A 玫瑰粉 1.2m玫瑰粉 1.2m
94%,9.90,摩古旗舰店,摩古 苹果8/7/6s/6钢化膜iPhone8/7/6s/6钢化膜全屏3D高清硬边防爆手机贴膜 4.7英寸  6/6s- 丝印【纯白色】1片装4.7英寸  6/6s- 丝印【纯白色】1片装
97%,39.90,TGVI'S自营旗舰店,泰维斯(TGVI'S) 苹果快充充电器PD快充Type-C+2.4A充电头 适用苹果iPhoneXS/Max/XR三星小米 双口DC5300PD快充头-18W
99%,68.00,古麦旗舰店,古麦 苹果7/8Plus手机壳iPhone8/7plus保护套双面磁吸全包防摔透明玻璃抖音同款万磁王 苹果7/8plus 尊贵金--【双面玻璃】苹果7/8plus 尊贵金--【双面玻璃】
97%,18.80,monqiqi旗舰店,蒙奇奇 苹果6s手机壳磨砂防摔保护套 适用于iphone6/6s/6sPlus/6plus 6/6s 4.7英寸--星空黑6/6s 4.7英寸--星空黑
96%,29.00,酷乐锋自营旗舰店,酷乐锋 苹果8Plus/7Plus手机壳 iPhone7/8PLUS 防摔透明保护套/磨砂PC背板全包外壳 5.5英寸-黑色防摔增强磨砂背板-黑色
94%,31.90,品胜数码旗舰店,品胜苹果数据线抗折断尼龙编织充电线1.8米适用手机平板iPhoneXS MAX六6sXR7plus 苹果白-1.5m苹果白-1.5m
94%,12.90,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果数据线Xs Max/XR/X/8/7手机快充充电器线USB双面电源线1米 K16白色 支持iphone5/6s/7Plus/ipad1米
94%,29.90,奥多金自营旗舰店,奥多金 苹果876s钢化膜Plus全屏防爆玻璃保护手机贴膜 适用苹果iPhone6s/7/8plus 5.5大屏【白】苹果6P/7P/8P通用【2片装】5.5大屏【白】苹果6P/7P/8P通用【2片装】
99%,38.00,潮点数码专营店,觅汀 苹果X/Xs/XsMax/Xr手机壳8plus套iphone7p玻璃壳6splus潮牌男女款 图右-背影男 苹果7P/8Plus-5.5寸【送钢化膜】图右-背影男
99%,9.90,维肯旗舰店,【秒杀中】维肯 苹果数据线 iPhoneXS/XR/X/6s/7plus/8p手机快充充电器线 幸运金-1.68米镀金加长升级款- 维肯原装正品幸运金-1.68米镀金加长升级款- 维肯原装正品
97%,28.50,闪魔旗舰店,闪魔 iphone6/6S钢化膜全屏 苹果6s plus/6plus钢化膜手机膜全覆盖全屏手机贴膜 i6P/6sP【5.5白色9D全覆盖】送神器*两片i6P/6sP【5.5白色9D全覆盖】送神器*两片
100%,49.00,锦绣河山专营店,华为荣耀原装自拍杆苹果oppo小米vivo锤子三星安卓iphone手机通用直播拍照神器线控即插即用 二代升级款-苍穹蓝
99%,28.00,索聚旗舰店,索聚 苹果x/xs/xr钢化膜iphone xs max全弯曲全覆盖抗蓝光钢化玻璃手机膜 【高清版】新升级-真6D曲面硬边钢化膜 iPhone x/xs 通用【高清版】新升级-真6D曲面硬边钢化膜
98%,39.90,艾古官方旗舰店,艾古 苹果x/xr/xs手机壳 iPhoneXs Max高硬度钢化玻璃保护套 贝壳纹男女款情侣通用 【苹果X/XS通用】钢化玻璃壳【粉色】【苹果X/XS通用】钢化玻璃壳【粉色】
93%,28.00,斯美旗舰店,斯美 苹果7/8手机壳iPhone8/7Plus保护套8plus硬壳全包磨砂防摔男个性超薄潮款文字 苹果7/8【抹茶绿】 Pick me绒砂壳（送钢化膜）苹果7/8【抹茶绿】
98%,15.90,蜂翼自营旗舰店,蜂翼 苹果XR手机壳 iPhoneXR透明保护套 全包防摔手机套男女款透明软壳-透明-6.1英寸TPU软壳【全透明】
82%,55.00,品胜数码旗舰店,品胜（PISEN）苹果7耳机转接头 iPhoneXS Max/XR/8/7Plus充电听歌二合一音频 【Lightning+3.5mm】 转接头【Lightning+3.5mm】
98%,26.80,江然旗舰店,江然 来图定制手机壳iphone xs max手机壳自制苹果8plus/7/6s/xr定做x任意机型 黑色磨砂软壳(具体机型 联系客服)黑色磨砂软壳(具体机型 联系客服)
98%,25.90,悦可自营旗舰店,悦可 iPhone XR手机壳苹果iPhone XR透明气囊全包防摔防指纹保护套硅胶超薄软壳【全透明】-6.1英寸【气囊防摔】透明
98%,18.90,ESCASE自营旗舰店,ESCASE苹果充电器线ipad充电头插头适用原装数据线iPhoneXsMax/8/7线充充电线1米单口电源器1ADC102套装白
96%,48.00,品胜数码旗舰店,品胜（PISEN）品胜/Pisen牛仔布铝合金苹果数据线适用IPhone XS/8/7Plus/6S 魔幻黑魔幻黑
96%,29.00,ALIVO旗舰店,ALIVO 苹果8plus手机壳iPhone8保护套潮牌夜光7Plus全包边苹果7硅胶软壳防摔男女款 7Plus/8Plus【卡通涂鸦】7Plus/8Plus【卡通涂鸦】
98%,24.00,品胜数码旗舰店,品胜（PISEN）苹果数据线双弯头手机充电线L头游戏款适用iPhoneX/8/6/7p通用ipad 苹果白1m苹果白1m
98%,85.00,圆讯优选旗舰店,小米（MI）蓝牙耳机mini 无线迷你入耳式运动重低音耳塞mix2/6/iphone7手机耳机通用 小米蓝牙耳机mini  白色小米蓝牙耳机mini  白色
98%,9.90,ESCASE自营旗舰店,ESCASE 苹果数据线 iPhone充电线XsMax/XR/X/8/7/6Plus5iPad  mini4手机USB电源线适用原装充电器线1米C13白【标准版苹果数据线】★1米白
98%,19.80,ROCK官方自营旗舰店,ROCK 三合一数据线苹果安卓type-c充电器线iphonexs/xr/8P华为小米手机车载快充线 【一拖三强拉力】黑色1.2米【一拖三强拉力】黑色1.2米
99%,19.00,梵维派旗舰店,梵维派 磁吸数据线苹果充电线磁力磁铁三合一带灯一拖三iphonexsmax/xr/6s78plus 磁吸头-苹果【不含线】磁吸头-苹果【不含线】
99%,28.80,天晟数码专营店,倪尔克 苹果7/8 plus手机壳iPhone8/6/6s/7 plus保护套布纹防摔硅胶全包潮壳 苹果7Plus/8Plus【黑色麋鹿】送钢化膜苹果7Plus/8Plus【黑色麋鹿】送钢化膜
98%,39.00,TR旗舰店,双耳蓝牙耳机无线运动入耳式通用苹果iphone7/8/X 安卓/华为/oppo/小米/vivo手机 双耳蓝牙耳机带充电仓 白色
98%,19.90,品色手机专营店,品胜苹果数据线充电线适用苹果5s苹果六七6s/plus iphoneX/7/8/SE/iPad充电器 【游戏专用】L型1米 白色【游戏专用】L型1米 白色
99%,15.00,派滋自营旗舰店,派滋 苹果原装数据线保护套 iphone数据线充电器线咬线器保护头网尾防折断裂保护外壳 2套装数据线保护套
98%,45.90,维肯旗舰店,维肯 无线充电器快充 苹果iPhoneX/8Plus三星s8+/s9+/note8/小米mix2s 【快充 安全 支架】黑色升级款 ★充满智能断电
99%,45.00,讯迪旗舰店,讯迪（Xundd）苹果8手机壳 iphone7 /8plus透明全包防摔保护套苹果七p时尚硅胶保护壳 苹果8/7 【炫酷黑】苹果8/7 【炫酷黑】
95%,35.00,倍思（Baseus）自营旗舰店,倍思 苹果耳机转接头弯头数据线 iphoneXs MAX/7/8plus/Xr/X二合一游戏充电听歌双Lightning转接器线 1.2M 黑
100%,9.90,爱美声数码旗舰店,爱美声 苹果数据线 iPhone6s/X/7plus/8手机快充充电器线Xs Max/XR电源USB 质银灰【1米】质银灰【1米】
98%,9.90,烨天下手机配件专营店,酷思麦 苹果6S手机壳iphone7/8Plus透明防摔iPhoneXs max保护套薄软硅胶男r iP6Plus/6S Plus(5.5寸)透明壳iP6Plus/6S Plus(5.5寸)透明壳
100%,158.00,掌拓旗舰店,掌拓 【我为质量】苹果数据线 iPhone7P/8p/xs/xr/xmax苹果充电线 快充 正品数据线{1米}*+送充电器
100%,35.00,倍思（Baseus）自营旗舰店,倍思 三合一数据线 苹果安卓type-c一拖三快充 iphoneXS Max/小米/华为平板车载可伸缩手机充电器线 1.2M 黑
97%,15.00,YOMO自营旗舰店,YOMO 手机支架 手机指环扣 金属懒人支架 iPhone Xs Max/XR/X/8/8P 苹果荣耀华为小米通用 开运猫黑色
98%,55.00,派滋自营旗舰店,派滋 苹果sd卡读卡器 otg高速 苹果Lightning转sd转换头器 苹果手机读卡器 白色
92%,228.00,雷深自营旗舰店,雷深（Leishen）苹果6S Plus总成 手机液晶显示屏维修 适用于iphone6S Plus苹果屏幕 带配件 白色 送工具苹果6SP-白色
97%,159.00,联想自营官方旗舰店,联想（Lenovo）指思（Jesis）双接口 USB3.1高速u盘 手机u盘 金属外壳 iPhone苹果 64G
98%,59.00,ESCASE自营旗舰店,ESCASE iphone xs max手机壳苹果xs max保护套透明全包防摔气囊真玻璃 6.5英寸德国拜耳抗黄变 XS1高透升级版【真玻璃气囊防摔款】透明
97%,39.00,YOMO自营旗舰店,【送收纳包】莜茉YOMO 苹果手机耳机 iphone耳机3.5mm入耳式线控麦克风Ear耳塞 适用苹果6s/5s/SE/ipad
98%,9.90,蜂翼自营旗舰店,蜂翼 苹果6 plus/6s plus手机壳 iPhone6 plus/6s plus磨砂保护套 全包防摔防指纹磨砂硬壳-曜石黑-5.5英寸磨砂硬壳【曜石黑】
88%,29.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果xr手机钢化膜磨砂膜 防指纹 一体全玻璃 iphone xr钢化膜 防汗高清防爆贴膜非全屏 JM558
99%,29.90,monqiqi旗舰店,蒙奇奇 苹果数据线充电线器弯头快充手机电源线iphone6s/7Plus/8/x/xs/ipad 牛仔蓝1.20米【快充手游款】蒙奇奇原装正品牛仔蓝1.20米【快充手游款】蒙奇奇原装正品
99%,199.00,富迪伟业数码专营店,索尼（SONY）蓝牙耳机 苹果iphone 华为安卓耳机 通用挂耳式运动商务手机迷你耳机MBH22 MBH22黑色MBH22黑色
98%,158.00,图拉斯汽车用品自营旗舰店,图拉斯（TORRAS）车载无线充电器手机支架 出风口重力卡扣式 全自动苹果iPhoneX/8三星小米抖音无线快充黑色
97%,19.90,倍思旗舰店,倍思（BASEUS）苹果数据线安卓二合一充电线器便携用于iphoneX/6/7/8plus 安卓/苹果23CM 银色壳+黑色线安卓/苹果23CM 银色壳+黑色线
98%,25.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 手机防水袋 户外游泳包防水包潜水套 苹果iPhone Xs max/XR/XS/华为/三星/小米 臂带款 JK120-黑色【深藏不漏臂带款】-陨石黑
98%,45.00,HIEHO旗舰店,HIEHO 有线耳机入耳式耳麦游戏吃鸡HiFi电脑音乐iphone苹果vivo华为小米荣耀OPPO 幻影黑幻影黑
98%,6.90,KOOLIFE自营旗舰店,KOOLIFE 苹果X钢化膜 iPhone X/XS手机贴膜高清高透手机保护贴膜5.8英寸-非全屏高清高透钢化膜-非全屏
98%,75.00,SPIGEN旗舰店,【军工防摔】Spigen 苹果X/XS/XR手机壳iPhoneXSMax全包防摔透明硅胶软壳保护壳 【全透明】苹果Xr-军工级防摔【全透明】苹果Xr-军工级防摔
99%,99.00,iWALK自营旗舰店,爱沃可(iWALK) 5000毫安 移动电源/充电宝 苹果手机迷你便携无线充电宝 黑色 适用iPhone XS/X/8/6s/7Plus苹果专用lightning接口 黑色
97%,39.00,DAMIX数码自营旗舰店,DAMIX I8无线蓝牙耳机运动双耳耳塞式适用于iPhone X/XR小米重低音炮微小型男女迷你安卓通用可接听 珠光白
98%,39.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 iPhoneXR手机壳 苹果XR保护套 全包透明玻璃壳时尚软边防摔抖音同款男女款网红潮牌 JK557-透明白【原配设计】还原裸机手感 透白
96%,109.00,技触官方旗舰店,苹果蓝牙耳机无线Air迷你超小5.0耳塞车载跑步运动入耳式iphone6/7/8/X华为小米通用双耳 【触控版双耳+充电仓+大礼】【触控版双耳+充电仓+大礼】
98%,38.00,倍思旗舰店,倍思 iPhoneX/XsMAX钢化膜苹果XR/XSmax手机膜钢化玻璃膜超薄高清抗蓝光防爆保护膜 XR【全玻璃标准版】强化防指纹-蓝光款XR【全玻璃标准版】强化防指纹-蓝光款
